,new_title,topic_idx
401,포체티노 토트넘 감독 손흥민 윙백 기용 문제없었다,0
402,30년 지기 대결 승자는 최태웅 감독…석진욱 감독은 첫 패,0
403,수원울산 FA컵 4강 격돌…대구전남도 결승 길목서 대결,0
404,한국인 감독이 이끄는 남수단 축구대표팀 60 대승…축제 분위기,0
405,야 단독국감 강행속 출구찾기 이정현 단식이 걸림돌종합,1
406,복귀전에 강한 류현진 밀워키전에서도 5⅔이닝 2실점,0
407,우원식 법사위 체계·자구 심사 폐지법안 발의,1
408,강원FC 조태룡 대표 비위의혹에 반박 모든 계약 합법,0
409,현대모비스 SK 꺾고 13연승…단독 선두 질주,0
410,프로야구 NC·롯데 전 경기 KNN 라디오 생중계,0
411,현대캐피탈 풀세트 혈투서 대한항공에 극적인 32 역전승,0
412,영 매체 레스터시티 후임 사령탑에 히딩크 물망,0
413,선두 도로공사 벼랑 끝 GS칼텍스에 힘겨운 풀세트 승리,0
414,박대통령 한국형 양적완화정책 긍정 검토…증세 마지막 수단,1
415,NBA 그린 팀 동료 듀랜트와 언쟁…1경기 출전 정지 징계,0
416,이야기 나누는 정동영과 장병완,1
417,6연패 탈출 급선무…조원우 롯데 감독 불펜 다 대기,0
418,여 사개특위 대신 정개특위 위원장 맡기로…위원장에 홍영표,1
419,SI 선정 2018 올해의 스포츠인에 NBA 챔피언 골든스테이트,0
420,그래픽 축구대표팀 월드컵 유니폼 공개,0
421,4차 청문회 증인선서,1
422,아픔 딛고 일어선 여자배구 표승주 내 역할 잘 알고 있어,0
423,리용선 ITF 신임 총재 한국팀 평양 초청하겠다,1
424,현대모비스 개막 5연승 질주…공동 2위 KCC·전자랜드 패배,0
425,프로농구 사령탑이 꼽은 우승 후보는…막판 6연승한 SK,0
426,나치 제스처 잉글랜드 축구팬 관중석서 영구 퇴출 중징계,0
427,북 새로운 길 압박에 미 대응 주목…일단 상황 주시,1
428,한미 북 6자회담 나오도록 인센티브 제공해야,1
429,추신수 9회 대타로 나서 사구…텍사스는 10회 끝내기승,0
430,박대통령 3·1절 기념사 북핵포기·일합의이행 강조 전망,1
431,정상회담 D1 역사적 회담 앞둔 청…긴장 태세 유지,1
432,류현진 27일 워싱턴 상대로 한미 통산 150승 도전,0
433,북관영매체들 남 통일농구 방북단 평양 도착 보도,1
434,선관위 수상경력 부풀린 배현진에 서면경고,1
435,북조국통일민주주의전선 결성 70돌 중앙보고회 열려,1
436,경남 네게바 아디다스 탱고 어워드 1호 수상자,0
437,여자농구 신한은행 인천 홈 개막전에 승용차 경품,0
438,이산가족 행사 위한 금강산 시설 개보수 9일 착수,1
439,코스타 레스터시티전 후 홀로 훈련…중국 안 갈 듯,0
440,통일대박론 지지도 하락…국민 41% 북한적,1
441,바르사 듀오 백승호이승우 팀 복귀프로 계약 준비,0
442,허수봉 맹활약 현대캐피탈 삼성화재에 30 완승,0
443,야 손혜원 탈당 회견 일제 비판…의원직 사퇴해야종합2보,1
444,프로야구 잔여 경기 일정 발표…10월 13일 정규리그 종료...,0
445,월드컵 수비의 핵심 박주호 윙백보다 풀백이 편해,0
446,찌워야 산다…류현진·강정호 몸무게·근육량 증가,0
447,민주 지도부 더 짙어진 친문 색채…비주류 실종,1
448,카메룬 네이션스컵 결승 진출…이집트와 우승 다툼,0
449,SNS돋보기 북 고위급 태영호 귀순…탈북할 수밖에,1
450,북 남한 전역 사정권 대형 공격용 드론 개발종합,1
451,이 오성운동민주당 새 연정 정책안 합의…난민정책 완화될듯,1
452,더불어민주당 의원들과 인사하는 조국,1
453,트럼프 이민자 열악 처우 논란에 그들이 있던 곳보단 낫다,1
454,벤투 우즈베크전 일부 선수 변화…우리 경기력 다시 보여야,0
455,인터뷰 신언 북 레짐 체인지 선택할 수 있는 정책 옵션,1
456,배구협회 19일 보령서 이사회…임도헌 감독김태종 코치 승인,0
457,한은 북미 정상회담 합의 결렬 시장 영향 크지 않을 것,1
458,한국전력 감독 가빈에게 주장을…가빈 뭐든지,0
459,주형환 원샷법 대기업 제외시 실효성 떨어져…조기통과돼야,1
460,북한 참가 국제유소년 축구대회서 26개 단체가 공동응원,1
461,혼합복식 남북단일팀 한국 상대로 어떤 작전,0
462,MLB 다저스 사장 류현진 지금까지 사이영상급 투구,0
463,국정원 금강산관광 재개는 유엔제재상 벌크캐시 문제와 연결,1
464,천정배박주선 정동영 포함 3자 연대 추진 합의종합,1
465,황총리 국회 서비스법 이번 임시국회내 통과 협조해야,1
466,민주 입법전쟁 하자…한국당 국회 복귀 압박,1
467,왕년의 세이브왕 K로드 멕시코리그서 재기 도전,0
468,영상 축구대표팀 감독 급부상 키케 플로레스는 누구,0
469,남자배구 올림픽 세계예선서 타이스 출격 네덜란드와 첫 대결,0
470,극장골 첼시 21 역전승…루카쿠 2골 맨유 41 완승,0
471,안종범 정책조정수석 지난 주말 조용히 딸 혼사 치러종합,1
472,박대통령 이란 부통령에 양국 MOU 실질성과로 구체화해야,1
473,김연경 휴식…한국 여자배구 네덜란드에 4연속 패배,0
474,민주 전대 룰의 전쟁 시작…차기 지도부 역할론 갑론을박도,1
475,청 욕을 먹어도 좋다는 각오로 국민 믿고 달려왔다,1
476,가빈·산체스 같은 조에서 경쟁…트라이아웃에 19명 참가종합,0
477,한미일 북핵대표 뉴욕서 협의…3국 공조방안 논의종합,1
478,디그롬 ERA 2.43으로 시즌 끝…류현진 2⅔이닝 1...,0
479,이정현 박대통령에 최순실 조속 귀국·적극 수사 건의속보,1
480,김종인 박대통령 휴가기간 인사쇄신 구체적 방안 마련해야,1
481,조청문회 오신환 제안에 청 부정적…2∼3일서 더 못미뤄,1
482,베로나 AC밀란 꺾고 강등권 탈출 시동…이승우는 벤치,0
483,감독 배를 주먹으로 툭…김태형 감독 이러다 유행되겠어,0
484,위협구에 격분한 MLB 감독 퇴장 후 상대팀 감독에 돌진 시도,0
485,파울 선언에 항의해 유니폼 찢은 벤슨에 벌금 500만원,0
486,프로배구 외국인 선수 트라이아웃 5월 초 캐나다 토론토서 개최,0
487,북 김정은 방직공장 시찰…다른 나라 가방제품에 견줄만,1
488,아시안게임 금메달 깨물어보는 아들 이정후 영상 찍는 ...,0
489,유승민·안철수계 비상행동 출범…바른미래 한 지붕 두 살림종합,1
490,한국야구 U23 세계선수권 슈퍼라운드서 일본에 23 석패,0
491,전광인 공수 맹활약…현대캐피탈 3연승으로 챔프전 우승종합,0
492,회담 일자 잡힌 남북정상회담 준비 박차,1
493,대한민국농구협회 공인 2급 신인심판 수련생 모집,0
494,민주 남북정상회담 후속 작업 박차…입법·예산 뒷받침,1
495,황교안 출마하냐 질문 세례에도 국정안정 요지부동,1
496,정진석 경제는 타이밍…추경안 최대한 신속 처리종합,1
497,북 5차 핵실험 준비 징후…3개월만에 또 핵도발 하나종합,1
498,최순실 귀국부터 조사까지 속전속결…비선실세 밝혀질까,1
499,더민주 당비 월 1천원서 2천원으로 인상 고민…속사정은,1
500,문 대통령 장성 진급자들에 삼정검 수여…신뢰받는 군 이끌라,1
501,프로농구 SK LG 꺾고 2위 1경기차 추격…최준용 4쿼...,0
502,노영민 당원자격정지 6개월신기남 당원자격정지 3개월,1
503,칠레 컨페드컵 2차전에서 젊은 독일과 11 무승부,0
504,박대통령 장차관들에 우린 공동운명체…기적의 드라마 쓰자,1
505,여배구 대표팀 올림픽 직행 티켓 따자…세계예선 참가차 출국,0
506,추신수 어깨 수술…2020시즌 준비는 문제 없어,0
507,평양정상회담 D1성악전공 남북 퍼스트레이디 음악으로 하나된다,1
508,강정호 2점 홈런 폭발…시즌 7호,0
509,청 북 장거리 미사일 발사 징후 우선순위 두고 감시,1
510,볼넷 싫어하는 류현진의 더 놀라운 기록 잔루율 1위,0
511,최악 패배 맨시티 과르디올라 우승 도전 물 건너갔다,0
512,3위 LG 파죽의 8연승…최하위 삼성 4연패,0
513,북 개성공단 폐쇄·자산동결…남측 인원 철수완료종합3보,1
514,오신환 준연동형 비례대표제공수처 기소권 제한 대타협하자종합,1
515,박대통령 탈북민은 통일시험장…충분히 수용할 체계 갖춰야종합,1
516,이 정국 위기 분수령…대통령 정당 수뇌부와 새 연정 논의,1
517,NYT 트럼프·김정은 둘다 오판…나쁜 베팅으로 이어졌다,1
518,이해찬 북미회담 좋은 결과 바랬는데…아쉽다,1
519,U20월드컵 일본 이탈리아와 22 비겨…조 3위 16강행,0
520,범정부 화재안전 특별대책 발표,1
521,이용찬 7이닝 3실점 무패행진…두산 SK 꺾고 3연승,0
522,호랑이 김학범 U23 축구대표팀 감독 현재 40∼5...,0
523,다저스 감독 류현진 명인 같은 투구…말로 평할 수 없을 정도,0
524,SK 로맥 시즌 31호포…비거리 140ｍ로 문학 최장거리...,0
525,박대통령 빨리 3당 대표 만나겠다…국면전환 개각 어렵다종합,1
526,박대통령 검혐의에 정상적 국정수행의 일환 반박종합,1
527,대체선발 SK 윤희상 3이닝 무실점으로 임무 완수,0
528,국민 67.1% 사드 배치 찬성…26.2% 반대,1
529,NBA 샌안토니오 레너드 토론토로 이적할 듯…더로전과 트레이드,0
530,북 한미훈련 종료일에 무수단미사일 발사…공중폭발로 실패종합,1
531,아시안게임 나상호 룸메이트 손흥민과 최상의 시너지 효...,0
532,다저스 샌디에이고에 90 완승…뷸러 11승·폴록 3안타,0
533,총선 D31 국정지지도 40%대 박대통령 표심 영향은,1
534,대통령 직속 특별감찰관 우병우 민정수석 감찰 착수,1
535,이재성·이동국 연속골 전북 울산 20으로 꺾고 선두...,0
536,다저스 뷸러 샌디에이고전 15탈삼진 완투승,0
537,즐라탄 15호골 맨유 레스터시티 30 제압…15경기 무패,0
538,여야 광역의원 선거구 획정 7일 본회의서 처리키로,1
539,청 막후 변론지원 보도에 과대해석…법률보조는 민정업무,1
540,한미 북핵 위협 대응해 미전략무기 정례적 전개 합의,1
541,더민주 당권주자들 호남혈투…선명성 경쟁속 당심 잡기,1
542,적극행정 격려하는 이낙연 총리,1
543,얘기 나누는 조국 민정수석과 도종환 장관,1
544,탬파베이 최지만 시즌 1호 솔로포 폭발,0
545,검 비선실세 최순실 오후2시께 구속영장 청구…직권남용 등,1
546,윙백 아쉬움 뒤로 손흥민 27일 C.팰리스전 20호골...,0
547,맨유 바일리 슈퍼컵도 결장…UEFA 2경기 추가 징계,0
548,FA 모리뉴 맨유감독에 맨체스터더비 이전 발언 소명 요구,0
549,아시안게임 키르기스스탄전 앞둔 김학범 스스로 만든 가...,0
550,류현진 4경기째 10승 실패…지독한 아홉수,0
551,가계동향조사 개편 예산 정부안 확정…2020년 총선후 공표 조건,1
552,3연패 김세진 감독 내가 부담을 줬나…선수들 믿어,0
553,건배하는 김정은시진핑,1
554,윤성빈 5이닝 2실점…프로 첫 승·롯데 시즌 첫 선발승 눈앞,0
555,일 경산성 간부 문재인 정권 계속되는 한 규제 계속,1
556,정개·사개특위 위원장 질서유지권 발동1보,1
557,3점슛 100개 돌파 강이슬 여자농구 국제 경쟁력에 책임감,0
558,다저스 커쇼 양키스에 홈런 3방 맞고 안방불패 마감,0
559,황희찬 UEFA 챔스리그 3차 예선 동점골 폭발,0
560,그래픽 K리그 살아있는 전설 이동국 주요 기록,0
561,이정후 골든글러브 부끄러워…내년에는 떳떳하게,0
562,문대통령 한진가 의혹 계기로 재벌 해외은닉재산 정조준,1
563,친박계 김무성 권력자 발언에 발끈…확전은 자제,1
564,프로야구 한화 선수단 전체 워크숍으로 2018시즌 마무리,0
565,오닐 북아일랜드 감독 손흥민 최고의 선수…기성용도 저평가,0
566,민주 새 원내대표에 86그룹 대표 이인영…통합으로 총선승리종합2보,1
567,박원순 선거사무소 개소식 참석한 홍영표,1
568,북 김정은 신년사서 남북관계 어떤 메시지 던질까,1
569,KT e스포츠라이브로 배틀그라운드 대회 5G 멀티뷰 중계,0
570,김영한 전 민정수석 자필 추정 메모에 무슨 내용 담겼나,1
571,여자농구 신한은행 오심 논란 제소…종료 직전 U파울,0
572,근성의 두산 오재원 원맨쇼로 LG의 혼을 뺐다,0
573,황희찬의 잘츠부르크 유로파리그서 마르세유 등과 격돌,0
574,김광현 품은 세인트루이스는 어떤 팀 137년 전통 명문,0
575,최태웅 현대캐피탈 감독 이승원 여오현 코치 마음속 MVP,0
576,박대통령 중동신화 정신 되살리면 안팎 위기 너끈히 극복,1
577,남자배구 20년간 못 나간 올림픽…도쿄는 꼭 가겠다,0
578,박대통령 북 5차핵실험 준비상황 포착…내부 대비 중요,1
579,실수해도 괜찮아…조금 느린 아이들의 힘찬 점프볼,0
580,북한인권법 4일 시행…북한인권재단 다음주 출범,1
581,골대 강타 맨시티 펠라이니 퇴장 맨유와 00 비겨,0
582,국무조정실 국정기획위 업무보고 자료 유출 조사 착수,1
583,성장통 극복하는 이종현…게으르다는 평가 약이 되고 있다,0
